hotel,branch,year,quarter,title,value_or_%
Hotel Sogo,S28,2022,Q3,Actual Hours,206579
Hotel Sogo,S28,2022,Q3,Paid Hours,249855
Hotel Sogo,S28,2022,Q3,Room,35625417
Hotel Sogo,S28,2022,Q3,F&B - Rooms,5972577
Hotel Sogo,S28,2022,Q3,F&B - Function,-
Hotel Sogo,S28,2022,Q3,F&B - Outlet,-
Hotel Sogo,S28,2022,Q3,Total Sales,41597994
Hotel Sogo,S28,2022,Q3,Average DRS,1149207
Hotel Sogo,S28,2022,Q3,Average DFS,192664
Hotel Sogo,S28,2022,Q3,ADS,452152
Hotel Sogo,S28,2022,Q3,Quarterly Weighted,19
Hotel Sogo,S28,2022,Q4,ANOR,187
Hotel Sogo,S28,2022,Q4,TNOG,46952
Hotel Sogo,S28,2022,Q4,ANOG,510
Hotel Sogo,S28,2022,Q4,TOR,3
Hotel Sogo,S28,2022,Q4,TFBOG,16627
Hotel Sogo,S28,2022,Q4,AFBOG,181
Hotel Sogo,S28,2022,Q4,%FBOG,0.35
Hotel Sogo,S28,2022,Q4,ARPS/G,831
Hotel Sogo,S28,2022,Q4,AFBPS/FBOG,407
Hotel Sogo,S28,2022,Q4,AFPS/G,144
Hotel Sogo,S28,2022,Q4,SPR,2662
Hotel Sogo,S28,2022,Q4,APS/G,975
Hotel Sogo,S28,2022,Q4,HPR,13
Hotel Sogo,S28,2022,Q4,ALOS,5
Hotel Sogo,S28,2022,Q4,Occupancy,0.54
Hotel Sogo,S28,2022,Q4,NOD,92
Hotel Sogo,S28,2022,Q4,Actual Hours,221491
Hotel Sogo,S28,2022,Q4,Paid Hours,270480
Hotel Sogo,S28,2022,Q4,Room,39024937
Hotel Sogo,S28,2022,Q4,F&B - Rooms,6768846
Hotel Sogo,S28,2022,Q4,F&B - Function,-
Hotel Sogo,S28,2022,Q4,F&B - Outlet,-
Hotel Sogo,S28,2022,Q4,Total Sales,45793783
Hotel Sogo,S28,2022,Q4,Average DRS,1300831
Hotel Sogo,S28,2022,Q4,Average DFS,225628
Hotel Sogo,S28,2022,Q4,ADS,497759
Hotel Sogo,S28,2022,Q4,Quarterly Weighted,18
Hotel Sogo,S29,2022,Q1,ANOR,145
Hotel Sogo,S29,2022,Q1,TNOG,18703
Hotel Sogo,S29,2022,Q1,ANOG,208
Hotel Sogo,S29,2022,Q1,TOR,1
Hotel Sogo,S29,2022,Q1,TFBOG,6291
Hotel Sogo,S29,2022,Q1,AFBOG,70
Hotel Sogo,S29,2022,Q1,%FBOG,0.34
Hotel Sogo,S29,2022,Q1,ARPS/G,853
Hotel Sogo,S29,2022,Q1,AFBPS/FBOG,408
Hotel Sogo,S29,2022,Q1,AFPS/G,137
Hotel Sogo,S29,2022,Q1,SPR,1419
Hotel Sogo,S29,2022,Q1,APS/G,990
Hotel Sogo,S29,2022,Q1,HPR,9
Hotel Sogo,S29,2022,Q1,ALOS,6
Hotel Sogo,S29,2022,Q1,Occupancy,0.37
Hotel Sogo,S29,2022,Q1,NOD,90
Hotel Sogo,S29,2022,Q1,Actual Hours,116903
Hotel Sogo,S29,2022,Q1,Paid Hours,141408
Hotel Sogo,S29,2022,Q1,Room,15953416
Hotel Sogo,S29,2022,Q1,F&B - Rooms,2569249
Hotel Sogo,S29,2022,Q1,F&B - Function,-
Hotel Sogo,S29,2022,Q1,F&B - Outlet,-
Hotel Sogo,S29,2022,Q1,Total Sales,18522665
Hotel Sogo,S29,2022,Q1,Average DRS,514626
Hotel Sogo,S29,2022,Q1,Average DFS,82879
Hotel Sogo,S29,2022,Q1,ADS,205807
Hotel Sogo,S29,2022,Q1,Quarterly Weighted,43
Hotel Sogo,S29,2022,Q2,ANOR,145
Hotel Sogo,S29,2022,Q2,TNOG,22245
Hotel Sogo,S29,2022,Q2,ANOG,244
Hotel Sogo,S29,2022,Q2,TOR,2
Hotel Sogo,S29,2022,Q2,TFBOG,7500
Hotel Sogo,S29,2022,Q2,AFBOG,82
Hotel Sogo,S29,2022,Q2,%FBOG,0.34
Hotel Sogo,S29,2022,Q2,ARPS/G,847
Hotel Sogo,S29,2022,Q2,AFBPS/FBOG,442
Hotel Sogo,S29,2022,Q2,AFPS/G,149
Hotel Sogo,S29,2022,Q2,SPR,1679
Hotel Sogo,S29,2022,Q2,APS/G,996
Hotel Sogo,S29,2022,Q2,HPR,11
Hotel Sogo,S29,2022,Q2,ALOS,6
Hotel Sogo,S29,2022,Q2,Occupancy,0.45
Hotel Sogo,S29,2022,Q2,NOD,91
Hotel Sogo,S29,2022,Q2,Actual Hours,143958
Hotel Sogo,S29,2022,Q2,Paid Hours,171812
Hotel Sogo,S29,2022,Q2,Room,18839558
Hotel Sogo,S29,2022,Q2,F&B - Rooms,3315948
Hotel Sogo,S29,2022,Q2,F&B - Function,-
Hotel Sogo,S29,2022,Q2,F&B - Outlet,-
Hotel Sogo,S29,2022,Q2,Total Sales,22155506
Hotel Sogo,S29,2022,Q2,Average DRS,672841
Hotel Sogo,S29,2022,Q2,Average DFS,118427
Hotel Sogo,S29,2022,Q2,ADS,243467
Hotel Sogo,S29,2022,Q2,Quarterly Weighted,37
Hotel Sogo,S29,2022,Q3,ANOR,145
Hotel Sogo,S29,2022,Q3,TNOG,21552
Hotel Sogo,S29,2022,Q3,ANOG,234
Hotel Sogo,S29,2022,Q3,TOR,2
Hotel Sogo,S29,2022,Q3,TFBOG,7246
Hotel Sogo,S29,2022,Q3,AFBOG,79
Hotel Sogo,S29,2022,Q3,%FBOG,0.34
Hotel Sogo,S29,2022,Q3,ARPS/G,852
Hotel Sogo,S29,2022,Q3,AFBPS/FBOG,439
Hotel Sogo,S29,2022,Q3,AFPS/G,148
Hotel Sogo,S29,2022,Q3,SPR,1615
Hotel Sogo,S29,2022,Q3,APS/G,1000
Hotel Sogo,S29,2022,Q3,HPR,11
Hotel Sogo,S29,2022,Q3,ALOS,7
Hotel Sogo,S29,2022,Q3,Occupancy,0.44
Hotel Sogo,S29,2022,Q3,NOD,92
Hotel Sogo,S29,2022,Q3,Actual Hours,142430
Hotel Sogo,S29,2022,Q3,Paid Hours,169149
Hotel Sogo,S29,2022,Q3,Room,18361322
Hotel Sogo,S29,2022,Q3,F&B - Rooms,3180065
Hotel Sogo,S29,2022,Q3,F&B - Function,-
Hotel Sogo,S29,2022,Q3,F&B - Outlet,-
Hotel Sogo,S29,2022,Q3,Total Sales,21541387
Hotel Sogo,S29,2022,Q3,Average DRS,592301
Hotel Sogo,S29,2022,Q3,Average DFS,102583
Hotel Sogo,S29,2022,Q3,ADS,234146
Hotel Sogo,S29,2022,Q3,Quarterly Weighted,39
Hotel Sogo,S29,2022,Q4,ANOR,145
Hotel Sogo,S29,2022,Q4,TNOG,23900
Hotel Sogo,S29,2022,Q4,ANOG,260
Hotel Sogo,S29,2022,Q4,TOR,2
Hotel Sogo,S29,2022,Q4,TFBOG,8479
Hotel Sogo,S29,2022,Q4,AFBOG,92
Hotel Sogo,S29,2022,Q4,%FBOG,0.35
Hotel Sogo,S29,2022,Q4,ARPS/G,845
Hotel Sogo,S29,2022,Q4,AFBPS/FBOG,443
Hotel Sogo,S29,2022,Q4,AFPS/G,157
Hotel Sogo,S29,2022,Q4,SPR,1796
Hotel Sogo,S29,2022,Q4,APS/G,1002
Hotel Sogo,S29,2022,Q4,HPR,13
Hotel Sogo,S29,2022,Q4,ALOS,7
Hotel Sogo,S29,2022,Q4,Occupancy,0.52
Hotel Sogo,S29,2022,Q4,NOD,92
Hotel Sogo,S29,2022,Q4,Actual Hours,167979
Hotel Sogo,S29,2022,Q4,Paid Hours,198029
Hotel Sogo,S29,2022,Q4,Room,20194708
Hotel Sogo,S29,2022,Q4,F&B - Rooms,3759842
Hotel Sogo,S29,2022,Q4,F&B - Function,-
Hotel Sogo,S29,2022,Q4,F&B - Outlet,-
Hotel Sogo,S29,2022,Q4,Total Sales,23954550
Hotel Sogo,S29,2022,Q4,Average DRS,673157
Hotel Sogo,S29,2022,Q4,Average DFS,125328
Hotel Sogo,S29,2022,Q4,ADS,260376
Hotel Sogo,S29,2022,Q4,Quarterly Weighted,35
Hotel Sogo,S30,2022,Q1,ANOR,70
Hotel Sogo,S30,2022,Q1,TNOG,8372
Hotel Sogo,S30,2022,Q1,ANOG,93
Hotel Sogo,S30,2022,Q1,TOR,1
Hotel Sogo,S30,2022,Q1,TFBOG,2827
Hotel Sogo,S30,2022,Q1,AFBOG,31
Hotel Sogo,S30,2022,Q1,%FBOG,0.34
Hotel Sogo,S30,2022,Q1,ARPS/G,558
Hotel Sogo,S30,2022,Q1,AFBPS/FBOG,222
Hotel Sogo,S30,2022,Q1,AFPS/G,75
Hotel Sogo,S30,2022,Q1,SPR,841
Hotel Sogo,S30,2022,Q1,APS/G,633
Hotel Sogo,S30,2022,Q1,HPR,6
Hotel Sogo,S30,2022,Q1,ALOS,5
Hotel Sogo,S30,2022,Q1,Occupancy,0.26
Hotel Sogo,S30,2022,Q1,NOD,90
Hotel Sogo,S30,2022,Q1,Actual Hours,39319
Hotel Sogo,S30,2022,Q1,Paid Hours,43122
Hotel Sogo,S30,2022,Q1,Room,4672525
Hotel Sogo,S30,2022,Q1,F&B - Rooms,627433
Hotel Sogo,S30,2022,Q1,F&B - Function,-
Hotel Sogo,S30,2022,Q1,F&B - Outlet,-
Hotel Sogo,S30,2022,Q1,Total Sales,5299958
Hotel Sogo,S30,2022,Q1,Average DRS,150727
Hotel Sogo,S30,2022,Q1,Average DFS,20240
Hotel Sogo,S30,2022,Q1,ADS,58888
Hotel Sogo,S30,2022,Q1,Quarterly Weighted,97
Hotel Sogo,S30,2022,Q2,ANOR,70
Hotel Sogo,S30,2022,Q2,TNOG,11056
Hotel Sogo,S30,2022,Q2,ANOG,121
Hotel Sogo,S30,2022,Q2,TOR,2
Hotel Sogo,S30,2022,Q2,TFBOG,4012
Hotel Sogo,S30,2022,Q2,AFBOG,44
Hotel Sogo,S30,2022,Q2,%FBOG,0.36
Hotel Sogo,S30,2022,Q2,ARPS/G,519
Hotel Sogo,S30,2022,Q2,AFBPS/FBOG,251
Hotel Sogo,S30,2022,Q2,AFPS/G,91
Hotel Sogo,S30,2022,Q2,SPR,1058
Hotel Sogo,S30,2022,Q2,APS/G,610
Hotel Sogo,S30,2022,Q2,HPR,7
Hotel Sogo,S30,2022,Q2,ALOS,4
Hotel Sogo,S30,2022,Q2,Occupancy,0.29
Hotel Sogo,S30,2022,Q2,NOD,91
Hotel Sogo,S30,2022,Q2,Actual Hours,45045
Hotel Sogo,S30,2022,Q2,Paid Hours,47581
Hotel Sogo,S30,2022,Q2,Room,5736294
Hotel Sogo,S30,2022,Q2,F&B - Rooms,1005047
Hotel Sogo,S30,2022,Q2,F&B - Function,-
Hotel Sogo,S30,2022,Q2,F&B - Outlet,-
Hotel Sogo,S30,2022,Q2,Total Sales,6741341
Hotel Sogo,S30,2022,Q2,Average DRS,204868
Hotel Sogo,S30,2022,Q2,Average DFS,35895
Hotel Sogo,S30,2022,Q2,ADS,74081
Hotel Sogo,S30,2022,Q2,Quarterly Weighted,75
Hotel Sogo,S30,2022,Q3,ANOR,70
Hotel Sogo,S30,2022,Q3,TNOG,11945
Hotel Sogo,S30,2022,Q3,ANOG,130
Hotel Sogo,S30,2022,Q3,TOR,2
Hotel Sogo,S30,2022,Q3,TFBOG,4574
Hotel Sogo,S30,2022,Q3,AFBOG,50
Hotel Sogo,S30,2022,Q3,%FBOG,0.38
Hotel Sogo,S30,2022,Q3,ARPS/G,509
Hotel Sogo,S30,2022,Q3,AFBPS/FBOG,240
Hotel Sogo,S30,2022,Q3,AFPS/G,92
Hotel Sogo,S30,2022,Q3,SPR,1115
Hotel Sogo,S30,2022,Q3,APS/G,601
Hotel Sogo,S30,2022,Q3,HPR,7
Hotel Sogo,S30,2022,Q3,ALOS,4
Hotel Sogo,S30,2022,Q3,Occupancy,0.31
Hotel Sogo,S30,2022,Q3,NOD,92
Hotel Sogo,S30,2022,Q3,Actual Hours,48022
Hotel Sogo,S30,2022,Q3,Paid Hours,50609
Hotel Sogo,S30,2022,Q3,Room,6079538
Hotel Sogo,S30,2022,Q3,F&B - Rooms,1098593
Hotel Sogo,S30,2022,Q3,F&B - Function,-
Hotel Sogo,S30,2022,Q3,F&B - Outlet,-
Hotel Sogo,S30,2022,Q3,Total Sales,7178131
Hotel Sogo,S30,2022,Q3,Average DRS,196114
Hotel Sogo,S30,2022,Q3,Average DFS,35438
Hotel Sogo,S30,2022,Q3,ADS,78023
Hotel Sogo,S30,2022,Q3,Quarterly Weighted,71
Hotel Sogo,S30,2022,Q4,ANOR,70
Hotel Sogo,S30,2022,Q4,TNOG,13405
Hotel Sogo,S30,2022,Q4,ANOG,146
Hotel Sogo,S30,2022,Q4,TOR,2
Hotel Sogo,S30,2022,Q4,TFBOG,5041
Hotel Sogo,S30,2022,Q4,AFBOG,55
Hotel Sogo,S30,2022,Q4,%FBOG,0.38
Hotel Sogo,S30,2022,Q4,ARPS/G,506
Hotel Sogo,S30,2022,Q4,AFBPS/FBOG,238
Hotel Sogo,S30,2022,Q4,AFPS/G,89
Hotel Sogo,S30,2022,Q4,SPR,1239
Hotel Sogo,S30,2022,Q4,APS/G,595
Hotel Sogo,S30,2022,Q4,HPR,8
Hotel Sogo,S30,2022,Q4,ALOS,4
Hotel Sogo,S30,2022,Q4,Occupancy,0.35
Hotel Sogo,S30,2022,Q4,NOD,92
Hotel Sogo,S30,2022,Q4,Actual Hours,54327
Hotel Sogo,S30,2022,Q4,Paid Hours,56754
Hotel Sogo,S30,2022,Q4,Room,6781187
Hotel Sogo,S30,2022,Q4,F&B - Rooms,1198525
Hotel Sogo,S30,2022,Q4,F&B - Function,-
Hotel Sogo,S30,2022,Q4,F&B - Outlet,-
Hotel Sogo,S30,2022,Q4,Total Sales,7979712
Hotel Sogo,S30,2022,Q4,Average DRS,226040
Hotel Sogo,S30,2022,Q4,Average DFS,39951
Hotel Sogo,S30,2022,Q4,ADS,86736
Hotel Sogo,S30,2022,Q4,Quarterly Weighted,63
Hotel Sogo,S31,2022,Q1,ANOR,127
Hotel Sogo,S31,2022,Q1,TNOG,15361
Hotel Sogo,S31,2022,Q1,ANOG,171
Hotel Sogo,S31,2022,Q1,TOR,1
Hotel Sogo,S31,2022,Q1,TFBOG,5198
Hotel Sogo,S31,2022,Q1,AFBOG,58
Hotel Sogo,S31,2022,Q1,%FBOG,0.34
Hotel Sogo,S31,2022,Q1,ARPS/G,741
Hotel Sogo,S31,2022,Q1,AFBPS/FBOG,478
Hotel Sogo,S31,2022,Q1,AFPS/G,162
Hotel Sogo,S31,2022,Q1,SPR,1213
Hotel Sogo,S31,2022,Q1,APS/G,902
Hotel Sogo,S31,2022,Q1,HPR,11
Hotel Sogo,S31,2022,Q1,ALOS,8
Hotel Sogo,S31,2022,Q1,Occupancy,0.44
Hotel Sogo,S31,2022,Q1,NOD,90
Hotel Sogo,S31,2022,Q1,Actual Hours,120511
Hotel Sogo,S31,2022,Q1,Paid Hours,134909
Hotel Sogo,S31,2022,Q1,Room,11378172
Hotel Sogo,S31,2022,Q1,F&B - Rooms,2482393
Hotel Sogo,S31,2022,Q1,F&B - Function,-
Hotel Sogo,S31,2022,Q1,F&B - Outlet,-
Hotel Sogo,S31,2022,Q1,Total Sales,13860565
Hotel Sogo,S31,2022,Q1,Average DRS,367038
Hotel Sogo,S31,2022,Q1,Average DFS,80077
Hotel Sogo,S31,2022,Q1,ADS,154006
Hotel Sogo,S31,2022,Q1,Quarterly Weighted,53
Hotel Sogo,S31,2022,Q2,ANOR,127
Hotel Sogo,S31,2022,Q2,TNOG,18809
Hotel Sogo,S31,2022,Q2,ANOG,207
Hotel Sogo,S31,2022,Q2,TOR,2
Hotel Sogo,S31,2022,Q2,TFBOG,5743
Hotel Sogo,S31,2022,Q2,AFBOG,63
Hotel Sogo,S31,2022,Q2,%FBOG,0.31
Hotel Sogo,S31,2022,Q2,ARPS/G,742
Hotel Sogo,S31,2022,Q2,AFBPS/FBOG,383
Hotel Sogo,S31,2022,Q2,AFPS/G,117
Hotel Sogo,S31,2022,Q2,SPR,1398
Hotel Sogo,S31,2022,Q2,APS/G,859
Hotel Sogo,S31,2022,Q2,HPR,10
Hotel Sogo,S31,2022,Q2,ALOS,6
Hotel Sogo,S31,2022,Q2,Occupancy,0.4
Hotel Sogo,S31,2022,Q2,NOD,91
Hotel Sogo,S31,2022,Q2,Actual Hours,111608
Hotel Sogo,S31,2022,Q2,Paid Hours,129655
Hotel Sogo,S31,2022,Q2,Room,13949946
Hotel Sogo,S31,2022,Q2,F&B - Rooms,2201700
Hotel Sogo,S31,2022,Q2,F&B - Function,-
Hotel Sogo,S31,2022,Q2,F&B - Outlet,-
Hotel Sogo,S31,2022,Q2,Total Sales,16151646
Hotel Sogo,S31,2022,Q2,Average DRS,498212
Hotel Sogo,S31,2022,Q2,Average DFS,78632
Hotel Sogo,S31,2022,Q2,ADS,177491
Hotel Sogo,S31,2022,Q2,Quarterly Weighted,44
Hotel Sogo,S31,2022,Q3,ANOR,127
Hotel Sogo,S31,2022,Q3,TNOG,19285
Hotel Sogo,S31,2022,Q3,ANOG,210
Hotel Sogo,S31,2022,Q3,TOR,2
Hotel Sogo,S31,2022,Q3,TFBOG,5669
Hotel Sogo,S31,2022,Q3,AFBOG,62
Hotel Sogo,S31,2022,Q3,%FBOG,0.29
Hotel Sogo,S31,2022,Q3,ARPS/G,776
Hotel Sogo,S31,2022,Q3,AFBPS/FBOG,383
Hotel Sogo,S31,2022,Q3,AFPS/G,113
Hotel Sogo,S31,2022,Q3,SPR,1466
Hotel Sogo,S31,2022,Q3,APS/G,888
Hotel Sogo,S31,2022,Q3,HPR,9
Hotel Sogo,S31,2022,Q3,ALOS,6
Hotel Sogo,S31,2022,Q3,Occupancy,0.39
Hotel Sogo,S31,2022,Q3,NOD,92
Hotel Sogo,S31,2022,Q3,Actual Hours,108246
Hotel Sogo,S31,2022,Q3,Paid Hours,126629
Hotel Sogo,S31,2022,Q3,Room,14963840
Hotel Sogo,S31,2022,Q3,F&B - Rooms,2170638
Hotel Sogo,S31,2022,Q3,F&B - Function,-
Hotel Sogo,S31,2022,Q3,F&B - Outlet,-
Hotel Sogo,S31,2022,Q3,Total Sales,17134478
Hotel Sogo,S31,2022,Q3,Average DRS,482705
Hotel Sogo,S31,2022,Q3,Average DFS,70021
Hotel Sogo,S31,2022,Q3,ADS,186244
Hotel Sogo,S31,2022,Q3,Quarterly Weighted,44
Hotel Sogo,S31,2022,Q4,ANOR,131
Hotel Sogo,S31,2022,Q4,TNOG,21663
Hotel Sogo,S31,2022,Q4,ANOG,235
Hotel Sogo,S31,2022,Q4,TOR,2
Hotel Sogo,S31,2022,Q4,TFBOG,6866
Hotel Sogo,S31,2022,Q4,AFBOG,75
Hotel Sogo,S31,2022,Q4,%FBOG,0.32
Hotel Sogo,S31,2022,Q4,ARPS/G,762
Hotel Sogo,S31,2022,Q4,AFBPS/FBOG,398
Hotel Sogo,S31,2022,Q4,AFPS/G,126
Hotel Sogo,S31,2022,Q4,SPR,1599
Hotel Sogo,S31,2022,Q4,APS/G,888
Hotel Sogo,S31,2022,Q4,HPR,10
Hotel Sogo,S31,2022,Q4,ALOS,5
Hotel Sogo,S31,2022,Q4,Occupancy,0.41
Hotel Sogo,S31,2022,Q4,NOD,92
Hotel Sogo,S31,2022,Q4,Actual Hours,118300
Hotel Sogo,S31,2022,Q4,Paid Hours,139644
Hotel Sogo,S31,2022,Q4,Room,16513397
Hotel Sogo,S31,2022,Q4,F&B - Rooms,2730273
Hotel Sogo,S31,2022,Q4,F&B - Function,-
Hotel Sogo,S31,2022,Q4,F&B - Outlet,-
Hotel Sogo,S31,2022,Q4,Total Sales,19243670
Hotel Sogo,S31,2022,Q4,Average DRS,550447
Hotel Sogo,S31,2022,Q4,Average DFS,91009
Hotel Sogo,S31,2022,Q4,ADS,209170
Hotel Sogo,S31,2022,Q4,Quarterly Weighted,39
Hotel Sogo,S32,2022,Q1,ANOR,82
Hotel Sogo,S32,2022,Q1,TNOG,11010
Hotel Sogo,S32,2022,Q1,ANOG,122
Hotel Sogo,S32,2022,Q1,TOR,1
Hotel Sogo,S32,2022,Q1,TFBOG,4196
Hotel Sogo,S32,2022,Q1,AFBOG,47
Hotel Sogo,S32,2022,Q1,%FBOG,0.38
Hotel Sogo,S32,2022,Q1,ARPS/G,689
Hotel Sogo,S32,2022,Q1,AFBPS/FBOG,314
Hotel Sogo,S32,2022,Q1,AFPS/G,120
Hotel Sogo,S32,2022,Q1,SPR,1207
Hotel Sogo,S32,2022,Q1,APS/G,809
Hotel Sogo,S32,2022,Q1,HPR,14
Hotel Sogo,S32,2022,Q1,ALOS,9
Hotel Sogo,S32,2022,Q1,Occupancy,0.56
Hotel Sogo,S32,2022,Q1,NOD,90
Hotel Sogo,S32,2022,Q1,Actual Hours,99875
Hotel Sogo,S32,2022,Q1,Paid Hours,116402
Hotel Sogo,S32,2022,Q1,Room,7588502
Hotel Sogo,S32,2022,Q1,F&B - Rooms,1316808
Hotel Sogo,S32,2022,Q1,F&B - Function,-
Hotel Sogo,S32,2022,Q1,F&B - Outlet,-
Hotel Sogo,S32,2022,Q1,Total Sales,8905310
Hotel Sogo,S32,2022,Q1,Average DRS,244790
Hotel Sogo,S32,2022,Q1,Average DFS,42478
Hotel Sogo,S32,2022,Q1,ADS,98948
Hotel Sogo,S32,2022,Q1,Quarterly Weighted,74
Hotel Sogo,S32,2022,Q2,ANOR,82
Hotel Sogo,S32,2022,Q2,TNOG,12767
Hotel Sogo,S32,2022,Q2,ANOG,140
Hotel Sogo,S32,2022,Q2,TOR,2
Hotel Sogo,S32,2022,Q2,TFBOG,4973
Hotel Sogo,S32,2022,Q2,AFBOG,55
Hotel Sogo,S32,2022,Q2,%FBOG,0.39
Hotel Sogo,S32,2022,Q2,ARPS/G,676
Hotel Sogo,S32,2022,Q2,AFBPS/FBOG,346
Hotel Sogo,S32,2022,Q2,AFPS/G,135
Hotel Sogo,S32,2022,Q2,SPR,1388
Hotel Sogo,S32,2022,Q2,APS/G,811
Hotel Sogo,S32,2022,Q2,HPR,15
Hotel Sogo,S32,2022,Q2,ALOS,9
Hotel Sogo,S32,2022,Q2,Occupancy,0.64
Hotel Sogo,S32,2022,Q2,NOD,91
Hotel Sogo,S32,2022,Q2,Actual Hours,115066
Hotel Sogo,S32,2022,Q2,Paid Hours,132885
Hotel Sogo,S32,2022,Q2,Room,8636694
Hotel Sogo,S32,2022,Q2,F&B - Rooms,1723091
Hotel Sogo,S32,2022,Q2,F&B - Function,-
Hotel Sogo,S32,2022,Q2,F&B - Outlet,-
Hotel Sogo,S32,2022,Q2,Total Sales,10359785
Hotel Sogo,S32,2022,Q2,Average DRS,308453
Hotel Sogo,S32,2022,Q2,Average DFS,61539
Hotel Sogo,S32,2022,Q2,ADS,113844
Hotel Sogo,S32,2022,Q2,Quarterly Weighted,65
Hotel Sogo,S32,2022,Q3,ANOR,82
Hotel Sogo,S32,2022,Q3,TNOG,12937
Hotel Sogo,S32,2022,Q3,ANOG,141
Hotel Sogo,S32,2022,Q3,TOR,2
Hotel Sogo,S32,2022,Q3,TFBOG,4967
Hotel Sogo,S32,2022,Q3,AFBOG,54
Hotel Sogo,S32,2022,Q3,%FBOG,0.38
Hotel Sogo,S32,2022,Q3,ARPS/G,678
Hotel Sogo,S32,2022,Q3,AFBPS/FBOG,356
Hotel Sogo,S32,2022,Q3,AFPS/G,137
Hotel Sogo,S32,2022,Q3,SPR,1398
Hotel Sogo,S32,2022,Q3,APS/G,815
Hotel Sogo,S32,2022,Q3,HPR,16
Hotel Sogo,S32,2022,Q3,ALOS,9
Hotel Sogo,S32,2022,Q3,Occupancy,0.65
Hotel Sogo,S32,2022,Q3,NOD,92
Hotel Sogo,S32,2022,Q3,Actual Hours,117055
Hotel Sogo,S32,2022,Q3,Paid Hours,133940
Hotel Sogo,S32,2022,Q3,Room,8776440
Hotel Sogo,S32,2022,Q3,F&B - Rooms,1770671
Hotel Sogo,S32,2022,Q3,F&B - Function,-
Hotel Sogo,S32,2022,Q3,F&B - Outlet,-
Hotel Sogo,S32,2022,Q3,Total Sales,10547111
Hotel Sogo,S32,2022,Q3,Average DRS,283111
Hotel Sogo,S32,2022,Q3,Average DFS,57118
Hotel Sogo,S32,2022,Q3,ADS,114643
Hotel Sogo,S32,2022,Q3,Quarterly Weighted,65
Hotel Sogo,S32,2022,Q4,ANOR,82
Hotel Sogo,S32,2022,Q4,TNOG,13359
Hotel Sogo,S32,2022,Q4,ANOG,145
Hotel Sogo,S32,2022,Q4,TOR,2
Hotel Sogo,S32,2022,Q4,TFBOG,5008
Hotel Sogo,S32,2022,Q4,AFBOG,54
Hotel Sogo,S32,2022,Q4,%FBOG,0.37
Hotel Sogo,S32,2022,Q4,ARPS/G,682
Hotel Sogo,S32,2022,Q4,AFBPS/FBOG,338
Hotel Sogo,S32,2022,Q4,AFPS/G,127
Hotel Sogo,S32,2022,Q4,SPR,1432
Hotel Sogo,S32,2022,Q4,APS/G,809
Hotel Sogo,S32,2022,Q4,HPR,16
Hotel Sogo,S32,2022,Q4,ALOS,9
Hotel Sogo,S32,2022,Q4,Occupancy,0.65
Hotel Sogo,S32,2022,Q4,NOD,92
Hotel Sogo,S32,2022,Q4,Actual Hours,117782
Hotel Sogo,S32,2022,Q4,Paid Hours,136041
Hotel Sogo,S32,2022,Q4,Room,9110834
Hotel Sogo,S32,2022,Q4,F&B - Rooms,1692003
Hotel Sogo,S32,2022,Q4,F&B - Function,-
Hotel Sogo,S32,2022,Q4,F&B - Outlet,-
Hotel Sogo,S32,2022,Q4,Total Sales,10802837
Hotel Sogo,S32,2022,Q4,Average DRS,303694
Hotel Sogo,S32,2022,Q4,Average DFS,56400
Hotel Sogo,S32,2022,Q4,ADS,117422
Hotel Sogo,S32,2022,Q4,Quarterly Weighted,63
Hotel Sogo,S33,2022,Q1,ANOR,95
Hotel Sogo,S33,2022,Q1,TNOG,12831
Hotel Sogo,S33,2022,Q1,ANOG,143
Hotel Sogo,S33,2022,Q1,TOR,2
Hotel Sogo,S33,2022,Q1,TFBOG,3363
Hotel Sogo,S33,2022,Q1,AFBOG,37
Hotel Sogo,S33,2022,Q1,%FBOG,0.26
Hotel Sogo,S33,2022,Q1,ARPS/G,664
Hotel Sogo,S33,2022,Q1,AFBPS/FBOG,361
Hotel Sogo,S33,2022,Q1,AFPS/G,95
Hotel Sogo,S33,2022,Q1,SPR,1138
Hotel Sogo,S33,2022,Q1,APS/G,759
Hotel Sogo,S33,2022,Q1,HPR,9
Hotel Sogo,S33,2022,Q1,ALOS,6
Hotel Sogo,S33,2022,Q1,Occupancy,0.37
Hotel Sogo,S33,2022,Q1,NOD,90
Hotel Sogo,S33,2022,Q1,Actual Hours,76949
Hotel Sogo,S33,2022,Q1,Paid Hours,91114
Hotel Sogo,S33,2022,Q1,Room,8518915
Hotel Sogo,S33,2022,Q1,F&B - Rooms,1214296
Hotel Sogo,S33,2022,Q1,F&B - Function,-
Hotel Sogo,S33,2022,Q1,F&B - Outlet,-
Hotel Sogo,S33,2022,Q1,Total Sales,9733211
Hotel Sogo,S33,2022,Q1,Average DRS,274804
Hotel Sogo,S33,2022,Q1,Average DFS,39171
Hotel Sogo,S33,2022,Q1,ADS,108147
Hotel Sogo,S33,2022,Q1,Quarterly Weighted,63
Hotel Sogo,S33,2022,Q2,ANOR,95
Hotel Sogo,S33,2022,Q2,TNOG,15375
Hotel Sogo,S33,2022,Q2,ANOG,169
Hotel Sogo,S33,2022,Q2,TOR,2
Hotel Sogo,S33,2022,Q2,TFBOG,3861
Hotel Sogo,S33,2022,Q2,AFBOG,42
